SEMEL_YISHUV,ZOMET_IRONI,total_acc,fatal_acc,severe_acc,light_acc
8400,12190011.0,2,0,0,2
8400,12260001.0,4,0,2,2
8400,17760005.0,2,0,0,2
8400,17890040.0,2,0,0,2
8400,17890093.0,4,0,0,4
8400,17890122.0,1,0,1,0
8400,17890179.0,2,0,0,2
8400,17890181.0,1,0,0,1
8400,17890289.0,1,0,0,1
8400,17890337.0,4,0,4,0
8400,17890415.0,4,0,0,4
8500,7950003.0,1,0,1,0
8500,7970003.0,4,0,0,4
8500,8280004.0,2,0,0,2
8500,10030065.0,1,1,0,0
8500,10030201.0,1,0,0,1
8500,10030235.0,1,0,0,1
8500,10030255.0,2,0,0,2
8600,10123.0,1,0,0,1
8600,60222.0,19,0,0,19
8600,80121.0,1,0,0,1
8600,80231.0,1,0,0,1
8600,90121.0,2,0,0,2
8600,100234.0,2,0,0,2
8600,130112.0,1,0,0,1
8600,150117.0,6,0,2,4
8600,150216.0,1,0,1,0
8600,210225.0,2,0,0,2
8600,220215.0,1,0,0,1
8600,220216.0,1,0,0,1
8600,260215.0,1,0,0,1
8600,310117.0,4,0,0,4
8600,380231.0,2,0,0,2
8600,390225.0,1,0,0,1
8600,7430215.0,1,0,0,1
8600,7720223.0,2,0,0,2
8600,7730227.0,4,0,0,4
8600,7810223.0,1,0,1,0
8600,8300214.0,1,0,0,1
8600,8520212.0,1,0,0,1
8600,8580214.0,1,0,0,1
8600,9020123.0,2,0,2,0
8600,9230123.0,2,0,2,0
8600,9430124.0,1,0,0,1
8600,9470113.0,1,0,1,0
8600,9520113.0,1,0,1,0
8600,9570115.0,4,0,0,4
8600,9590122.0,1,0,0,1
8600,9790117.0,2,0,0,2
8600,9910116.0,4,0,0,4
8600,10020114.0,1,0,0,1
8600,10050111.0,10,0,7,3
8600,10080115.0,1,0,0,1
8600,10260111.0,2,0,0,2
8600,10610111.0,2,0,2,0
8600,10780127.0,2,0,0,2
8600,17150227.0,1,0,0,1
8600,17970117.0,2,0,0,2
8600,18060001.0,1,0,0,1
8600,67560112.0,5,0,1,4
8600,67620111.0,6,0,0,6
8600,97710248.0,6,0,6,0
8600,97710303.0,2,0,0,2
8600,97710478.0,1,0,1,0
8600,97710578.0,1,0,0,1
8700,160002.0,2,0,2,0
8700,220001.0,2,0,0,2
8700,550001.0,2,0,0,2
8700,570001.0,2,0,0,2
8700,710001.0,2,0,0,2
8700,1230002.0,1,0,0,1
8700,7350001.0,2,0,0,2
8700,7960002.0,3,0,0,3
8700,8000002.0,1,0,0,1
8700,8120001.0,2,0,0,2
8700,8170001.0,1,0,0,1
8700,8330001.0,2,0,0,2
8700,9250001.0,2,0,2,0
8700,9370006.0,2,0,0,2
8700,9550002.0,2,0,0,2
8700,9580001.0,1,0,0,1
8700,9690001.0,1,0,0,1
8700,9880008.0,1,0,0,1
8700,10050006.0,11,0,0,11
8700,10500006.0,1,0,1,0
8700,10550001.0,2,0,0,2
8700,10680048.0,2,0,0,2
8700,10680282.0,2,0,0,2
8700,10680321.0,2,0,0,2
8700,10680322.0,2,0,0,2
8800,19.0,1,0,1,0
8800,20.0,2,0,0,2
9000,50022.0,2,0,0,2
9000,60022.0,2,0,0,2
9000,80063.0,2,0,0,2
9000,140022.0,5,0,0,5
9000,150021.0,5,0,0,5
9000,180022.0,6,0,0,6
9000,320012.0,2,0,0,2
9000,340062.0,2,0,0,2
9000,350022.0,6,0,0,6
9000,380062.0,2,0,0,2
9000,410062.0,2,0,0,2
9000,440022.0,2,0,0,2
9000,770021.0,2,0,2,0
9000,1180021.0,4,0,0,4
9000,7040011.0,3,0,0,3
9000,7180051.0,1,0,0,1
9000,7230043.0,2,0,0,2
9000,7400011.0,2,0,0,2
9000,7650013.0,2,0,0,2
9000,7730014.0,1,0,0,1
9000,7750044.0,2,0,2,0
9000,7820041.0,1,0,1,0
9000,7860015.0,2,0,0,2
9000,7900041.0,1,0,0,1
9000,7910041.0,9,2,0,7
9000,8090032.0,4,0,0,4
9000,8210032.0,2,0,0,2
9000,8330042.0,2,0,0,2
9000,8370023.0,3,0,1,2
9000,8380023.0,4,0,0,4
9000,8410022.0,5,0,1,4
9000,8440021.0,5,0,2,3
9000,8450021.0,2,0,0,2
9000,8490021.0,2,0,0,2
9000,8640022.0,8,0,0,8
9000,9400021.0,11,0,0,11
9000,9520012.0,3,0,3,0
9000,9840051.0,2,0,2,0
9000,9950011.0,3,0,3,0
9000,10060052.0,4,0,2,2
9000,10070053.0,3,0,1,2
9000,10160053.0,1,0,0,1
9000,10200521.0,2,0,0,2
9000,10440051.0,1,0,0,1
9000,10510052.0,3,0,0,3
9000,10520063.0,4,0,2,2
9000,10610022.0,2,0,0,2
9000,10660022.0,8,0,0,8
9000,10730021.0,4,0,2,2
9000,10750052.0,1,0,0,1
9000,10770012.0,2,0,0,2
9000,10780012.0,3,0,1,2
9000,10850012.0,1,0,0,1
9000,10900052.0,1,0,0,1
9000,10980523.0,5,0,0,5
9000,11010021.0,5,0,0,5
9000,11070312.0,3,0,0,3
9000,11220225.0,5,0,0,5
9000,11260012.0,1,0,1,0
9000,11340041.0,14,0,6,8
9000,11400522.0,10,0,4,6
9000,14560523.0,2,0,0,2
9000,14660012.0,2,0,0,2
9000,14920523.0,2,0,0,2
9000,14970012.0,1,0,1,0
9000,15200012.0,1,0,1,0
9000,15290021.0,1,0,0,1
9000,15330523.0,2,0,0,2
9000,15400023.0,2,0,2,0
9000,15540061.0,2,0,0,2
9000,15800001.0,2,0,0,2
9000,15920001.0,2,0,0,2
9000,98340042.0,1,0,0,1
9000,98340048.0,5,0,0,5
9000,98340053.0,2,0,0,2
9000,98340097.0,2,0,0,2
9000,98340153.0,2,0,0,2
9000,98340219.0,2,0,0,2
9000,98340277.0,1,1,0,0
9000,98340593.0,1,0,0,1
9000,98340686.0,1,0,0,1
9000,98340723.0,2,0,0,2
9000,98340741.0,2,0,0,2
9000,98340746.0,1,0,0,1
9000,98340774.0,2,0,0,2
9000,98340901.0,1,0,1,0
9100,260006.0,1,0,0,1
9100,310006.0,2,0,0,2
9100,330006.0,1,0,0,1
9100,500006.0,1,0,0,1
9100,600006.0,6,0,0,6
9100,890006.0,2,0,0,2
9100,7650002.0,2,0,0,2
9100,7930006.0,2,0,2,0
9100,7960006.0,2,0,0,2
9100,8010006.0,2,0,0,2
9100,8890005.0,1,0,0,1
9100,14910001.0,2,0,0,2
9100,14970040.0,4,0,0,4
9100,14970092.0,1,0,0,1
9200,270002.0,1,0,0,1
9300,80001.0,2,0,0,2
9300,280153.0,1,0,0,1
9400,100001.0,1,0,1,0
9400,900001.0,1,0,0,1
9400,1030001.0,1,0,1,0
9400,7550119.0,1,0,0,1
9500,650002.0,1,0,0,1
9500,1560005.0,1,0,0,1
9500,7510005.0,2,0,0,2
9600,50001.0,10,0,2,8
9600,630001.0,2,0,0,2
9600,7850001.0,1,0,0,1
9600,7860001.0,7,2,1,4
9600,7870001.0,2,0,0,2
9600,7890006.0,1,0,0,1
9600,12090006.0,2,0,0,2
9600,12130008.0,4,0,0,4
9600,12350008.0,10,0,0,10
9600,12360001.0,3,0,0,3
9600,12370005.0,1,0,1,0
9600,15560008.0,1,0,0,1
9600,15660009.0,2,0,0,2
9600,15680011.0,2,0,0,2
9600,15680110.0,10,0,0,10
9600,15680126.0,3,0,0,3
9600,15680131.0,4,0,0,4
9700,460004.0,2,0,0,2
9700,7490000.0,2,0,0,2
9700,7960003.0,4,0,2,2
9700,7970002.0,2,0,0,2
9700,21800004.0,5,0,0,5
9700,21810002.0,1,0,0,1
9700,21840002.0,1,0,0,1
9700,21950006.0,4,0,2,2
9700,22010007.0,2,0,0,2
9700,22260002.0,3,0,0,3
9700,22430077.0,1,0,0,1
9700,22430116.0,2,0,0,2
9700,22430174.0,1,0,0,1
9700,22430250.0,2,0,0,2
9800,230019.0,2,2,0,0
9800,230093.0,1,0,0,1
