HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,SUG_DEREH,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,RAMZOR,BAKARA,MEZEG_AVIR,PNE_KVISH,NAFA,KVUZA_GIL,MIN,base_risk_score,veteran_driver_years
5,28,4,1,4,1,8,3,0,1,1,3,3,1,1,2,1,1,51,11,2,5.04,34
5,28,4,1,4,1,8,3,0,1,1,3,3,1,1,2,1,1,51,13,1,5.04,44
5,85,4,5,5,1,9,0,2,1,1,2,3,3,0,1,1,1,32,99,0,1.32,
5,85,4,5,5,1,9,0,2,1,1,2,3,3,0,1,1,1,32,8,1,1.32,21
8,40,4,1,7,1,9,0,3,1,1,2,3,1,0,6,1,1,31,13,1,3.84,25
8,40,4,1,7,1,9,0,3,1,1,2,3,1,0,6,1,1,31,9,1,3.84,20
9,71,4,1,2,1,9,3,0,1,1,2,3,1,0,1,1,1,24,12,2,0.6,20
5,59,4,1,3,1,8,3,0,2,1,2,3,1,1,2,1,1,31,16,1,1.32,54
5,59,4,1,3,1,8,3,0,2,1,2,3,1,1,2,1,1,31,11,1,1.32,34
8,70,4,1,6,1,8,0,2,1,1,4,3,1,1,2,1,1,31,8,1,6.36,23
8,70,4,1,6,1,8,0,2,1,1,4,3,1,1,2,1,1,31,14,1,6.36,44
10,52,4,1,2,1,8,1,0,1,1,0,3,1,0,7,1,1,42,8,1,1.32,21
4,88,4,5,1,1,9,0,3,1,1,2,3,3,1,2,1,1,62,5,1,7.62,5
4,88,4,5,1,1,9,0,3,1,1,2,3,3,1,2,1,1,62,11,1,7.62,37
5,65,4,1,4,1,8,1,0,1,1,2,3,1,9,7,1,1,43,15,2,0.6,41
5,81,4,5,5,1,9,0,3,1,1,5,3,3,0,1,1,1,42,10,1,1.32,27
5,81,4,5,5,1,9,0,3,1,1,5,3,3,0,1,1,1,42,5,1,1.32,6
5,7,4,5,6,1,8,1,0,1,1,3,3,3,1,2,1,1,51,8,1,1.32,12
5,7,4,5,6,1,8,1,0,1,1,3,3,3,1,2,1,1,51,9,1,1.32,29
5,60,4,1,7,1,9,3,0,1,1,2,3,1,1,2,1,1,11,10,2,5.04,
5,60,4,1,7,1,9,3,0,1,1,2,3,1,1,2,1,1,11,5,2,5.04,7
3,50,4,1,3,1,8,0,3,1,1,5,4,1,0,1,1,1,31,16,2,0.6,47
10,83,3,5,5,1,8,1,0,1,1,2,3,3,0,5,1,1,51,8,1,1.32,22
10,83,3,5,5,1,8,1,0,1,1,2,3,3,0,5,1,1,51,6,1,1.32,3
2,53,4,1,2,1,9,3,0,1,1,0,3,1,1,2,1,1,51,16,1,1.98,60
2,53,4,1,2,1,9,3,0,1,1,0,3,1,1,2,1,1,51,6,1,1.98,9
10,69,4,5,2,1,8,0,3,1,1,5,3,6,0,7,1,1,44,13,1,0.6,44
12,84,4,5,1,1,9,9,0,0,0,0,5,6,1,2,9,9,62,8,1,2.52,18
12,84,4,5,1,1,9,9,0,0,0,0,5,6,1,2,9,9,62,10,2,2.52,27
4,38,4,1,6,1,9,0,3,3,1,4,3,1,1,2,1,1,61,9,1,2.52,24
4,38,4,1,6,1,9,0,3,3,1,4,3,1,1,2,1,1,61,9,2,2.52,16
11,86,4,5,7,1,9,9,0,0,0,0,5,6,1,2,9,9,11,5,2,2.52,7
11,86,4,5,7,1,9,9,0,0,0,0,5,6,1,2,9,9,11,4,1,2.52,4
12,87,4,5,7,1,8,0,2,3,1,3,3,3,1,2,1,1,31,10,1,6.36,28
12,87,4,5,7,1,8,0,2,3,1,3,3,3,1,2,1,1,31,7,1,6.36,19
11,63,4,1,2,1,8,1,0,1,1,4,3,1,0,1,1,1,51,13,1,1.98,38
11,63,4,1,2,1,8,1,0,1,1,4,3,1,0,1,1,1,51,11,1,1.98,37
5,27,4,1,6,1,8,3,0,1,1,2,3,1,0,5,1,1,51,7,1,1.32,7
5,27,4,1,6,1,8,3,0,1,1,2,3,1,0,5,1,1,51,14,1,1.32,50
6,81,4,5,1,1,8,3,0,1,1,2,3,10,0,6,1,1,31,8,1,1.32,20
6,81,4,5,1,1,8,3,0,1,1,2,3,10,0,6,1,1,31,16,2,1.32,61
5,75,4,1,4,1,9,3,0,1,1,1,3,1,0,6,1,1,32,10,1,0.6,32
1,62,4,1,6,1,9,1,0,1,1,3,3,1,9,7,1,1,62,9,1,0.6,27
8,57,4,1,5,1,8,0,3,1,1,3,5,1,1,2,1,1,61,13,1,2.58,47
9,51,4,1,2,1,8,0,3,1,1,3,3,1,0,7,1,1,61,17,1,0.6,59
5,74,4,1,3,1,8,0,3,1,1,4,3,1,0,6,1,1,62,10,2,1.32,23
5,74,4,1,3,1,8,0,3,1,1,4,3,1,0,6,1,1,62,7,1,1.32,16
1,53,4,1,3,1,8,3,0,1,1,4,3,1,0,6,9,2,42,16,1,1.32,56
1,53,4,1,3,1,8,3,0,1,1,4,3,1,0,6,9,2,42,13,1,1.32,18
2,89,4,5,2,1,8,0,5,2,1,2,3,6,0,5,1,1,31,5,1,4.44,7
2,89,4,5,2,1,8,0,5,2,1,2,3,6,0,5,1,1,31,13,2,4.44,42
3,95,4,5,2,1,8,1,0,3,1,2,3,3,1,2,1,1,31,7,1,7.56,17
3,95,4,5,2,1,8,1,0,3,1,2,3,3,1,2,1,1,31,7,2,7.56,16
6,33,4,1,6,1,8,0,3,1,1,3,3,1,1,2,1,1,32,13,1,8.24,8
6,33,4,1,6,1,8,0,3,1,1,3,3,1,1,2,1,1,32,11,1,8.24,36
5,69,4,1,4,1,9,0,3,1,1,3,3,1,0,1,1,1,43,7,2,1.25,10
6,85,4,5,3,1,9,3,0,1,1,0,5,3,1,2,2,1,51,11,1,1.92,14
6,85,4,5,3,1,9,3,0,1,1,0,5,3,1,2,2,1,51,5,1,1.92,5
1,41,4,1,4,1,8,1,0,1,1,2,3,1,1,2,1,1,51,10,1,1.32,17
1,41,4,1,4,1,8,1,0,1,1,2,3,1,1,2,1,1,51,6,1,1.32,12
11,73,4,5,6,1,8,0,3,2,1,3,3,6,1,2,1,1,42,13,1,3.2,47
11,73,4,5,6,1,8,0,3,2,1,3,3,6,1,2,1,1,42,10,2,3.2,30
7,39,4,1,1,1,9,0,3,2,1,3,3,1,1,2,1,1,11,11,1,12.66,38
3,93,4,5,4,1,8,1,0,2,1,3,3,3,1,2,1,1,62,6,1,2.22,10
3,93,4,5,4,1,8,1,0,2,1,3,3,3,1,2,1,1,62,6,2,2.22,12
2,45,4,1,1,1,9,0,3,1,1,4,3,1,0,6,9,1,42,11,1,0.6,38
8,29,4,1,1,1,8,1,0,1,1,3,3,1,1,2,1,1,51,10,1,5.04,28
9,60,4,1,1,1,9,0,3,1,1,2,3,1,0,1,1,1,62,5,1,0.9,6
4,9,4,5,6,1,8,0,3,1,1,2,3,3,0,1,1,1,24,4,1,1.32,4
4,9,4,5,6,1,8,0,3,1,1,2,3,3,0,1,1,1,24,11,1,1.32,31
3,73,4,5,7,1,8,0,3,1,1,4,3,6,1,2,1,1,42,9,1,1.32,23
3,73,4,5,7,1,8,0,3,1,1,4,3,6,1,2,1,1,42,9,1,1.32,25
3,47,4,1,3,1,8,3,0,1,1,2,3,1,0,1,1,1,41,14,2,1.32,48
10,1,1,5,7,1,9,9,0,0,0,0,5,6,9,7,9,9,43,99,0,0.9,
11,88,4,5,1,1,8,0,3,2,1,3,3,3,1,2,5,1,23,5,2,1.32,6
11,88,4,5,1,1,8,0,3,2,1,3,3,3,1,2,5,1,23,6,2,1.32,9
2,40,4,1,7,1,9,1,0,1,1,2,3,1,0,6,1,1,31,5,1,3.84,6
2,40,4,1,7,1,9,1,0,1,1,2,3,1,0,6,1,1,31,13,1,3.84,44
9,39,4,1,4,1,8,3,0,1,1,2,3,1,0,5,1,1,11,10,1,1.32,35
9,39,4,1,4,1,8,3,0,1,1,2,3,1,0,5,1,1,11,8,1,1.32,23
9,52,4,1,6,1,9,0,2,1,1,4,3,1,1,2,1,1,41,13,2,3.84,41
9,52,4,1,6,1,9,0,2,1,1,4,3,1,1,2,1,1,41,8,1,3.84,20
8,53,4,1,1,1,8,0,3,1,1,2,3,1,0,6,1,1,62,17,1,1.32,45
8,53,4,1,1,1,8,0,3,1,1,2,3,1,0,6,1,1,62,15,1,1.32,50
8,58,4,1,4,1,8,0,5,1,1,2,3,1,0,7,1,1,61,5,1,0.6,8
5,73,4,1,3,1,9,0,5,1,1,2,1,1,0,7,1,1,42,99,0,4,
5,73,4,1,3,1,9,0,5,1,1,2,1,1,0,7,1,1,42,5,2,4,6
5,73,4,1,3,1,9,0,5,1,1,2,1,1,0,7,1,1,42,99,0,4,
7,46,4,1,2,1,8,3,0,1,1,2,3,1,0,6,1,1,31,4,1,2.52,4
7,46,4,1,2,1,8,3,0,1,1,2,3,1,0,6,1,1,31,6,1,2.52,6
7,41,4,1,7,1,9,0,5,1,1,4,3,1,1,2,1,1,41,11,2,7.56,33
7,41,4,1,7,1,9,0,5,1,1,4,3,1,1,2,1,1,41,15,1,7.56,24
11,73,4,5,3,1,9,1,0,7,1,2,5,6,1,3,9,5,11,10,1,0.6,11
2,91,4,5,5,1,9,0,2,3,1,5,3,3,1,2,1,1,44,7,1,2.52,17
2,91,4,5,5,1,9,0,2,3,1,5,3,3,1,2,1,1,44,9,1,2.52,16
1,78,4,5,7,1,8,0,3,2,1,5,3,3,1,2,1,1,62,5,2,10.8,7
1,78,4,5,7,1,8,0,3,2,1,5,3,3,1,2,1,1,62,16,1,10.8,58
1,78,4,5,7,1,8,0,3,2,1,5,3,3,1,2,1,1,62,10,1,10.8,33
1,78,4,5,7,1,8,0,3,2,1,5,3,3,1,2,1,1,62,8,2,10.8,21
11,60,4,1,3,1,9,1,0,1,1,2,3,1,0,1,1,1,51,7,2,3.84,11
10,95,2,5,6,1,9,3,0,1,1,0,3,3,1,2,1,1,51,10,1,4.5,25
10,95,2,5,6,1,9,3,0,1,1,0,3,3,1,2,1,1,51,18,1,4.5,65
5,59,4,1,1,1,9,3,0,1,0,2,3,1,0,1,1,1,51,8,1,0.6,20
8,78,4,5,2,1,9,9,0,0,0,0,5,6,1,2,9,9,51,4,1,0.6,
10,47,4,1,2,1,8,1,0,1,1,4,3,1,1,2,1,1,51,8,1,3.84,12
10,47,4,1,2,1,8,1,0,1,1,4,3,1,1,2,1,1,51,8,2,3.84,17
5,41,2,1,5,1,9,1,0,1,1,3,3,1,0,1,1,1,24,9,2,1.32,28
5,41,2,1,5,1,9,1,0,1,1,3,3,1,0,1,1,1,24,13,1,1.32,34
2,54,4,1,2,1,8,3,0,1,1,2,3,1,0,6,1,1,61,12,1,1.32,40
2,54,4,1,2,1,8,3,0,1,1,2,3,1,0,6,1,1,61,10,1,1.32,23
6,16,4,5,5,1,8,1,0,1,1,3,3,3,1,2,1,1,51,7,1,1.32,16
6,16,4,5,5,1,8,1,0,1,1,3,3,3,1,2,1,1,51,6,1,1.32,8
5,40,4,1,2,1,9,3,0,3,1,2,3,1,0,1,1,1,62,11,2,0.9,27
6,63,4,1,1,1,8,3,0,1,1,2,3,1,0,6,1,1,51,99,0,0.6,
1,50,4,1,2,1,8,0,3,1,1,2,3,1,0,6,1,1,62,9,1,1.32,
1,50,4,1,2,1,8,0,3,1,1,2,3,1,0,6,1,1,62,9,2,1.32,27
2,43,4,1,3,1,8,0,3,3,1,4,5,1,1,2,1,1,31,6,2,1.32,9
2,43,4,1,3,1,8,0,3,3,1,4,5,1,1,2,1,1,31,6,1,1.32,6
5,61,4,1,2,1,8,1,0,1,1,2,3,1,0,1,1,1,51,8,1,1.32,21
5,61,4,1,2,1,8,1,0,1,1,2,3,1,0,1,1,1,51,16,1,1.32,57
12,59,4,1,2,1,9,3,0,1,1,4,4,1,0,1,1,1,32,6,2,2.52,12
12,59,4,1,2,1,9,3,0,1,1,4,4,1,0,1,1,1,32,9,2,2.52,28
2,62,4,1,3,1,8,3,0,1,1,3,3,1,1,2,1,1,51,15,1,1.32,55
7,95,4,5,6,1,8,3,0,1,1,3,4,3,0,1,1,1,43,7,1,2.75,8
7,95,4,5,6,1,8,3,0,1,1,3,4,3,0,1,1,1,43,6,1,2.75,7
11,66,4,1,1,1,8,2,0,1,1,2,3,1,0,1,1,1,51,10,1,0.6,30
6,80,4,5,2,1,9,1,0,1,1,2,3,6,0,1,1,1,42,1,1,1.92,
6,80,4,5,2,1,9,1,0,1,1,2,3,6,0,1,1,1,42,5,2,1.92,5
5,53,4,1,4,1,8,3,0,1,1,4,3,1,1,2,1,1,51,9,1,6.49,26
5,53,4,1,4,1,8,3,0,1,1,4,3,1,1,2,1,1,51,9,1,6.49,25
2,45,4,1,7,1,8,0,2,1,1,5,3,1,1,2,1,1,61,7,2,2.52,16
2,45,4,1,7,1,8,0,2,1,1,5,3,1,1,2,1,1,61,4,1,2.52,3
7,41,4,1,2,1,8,2,0,1,1,2,3,1,1,2,1,1,31,9,1,0.6,26
2,32,4,1,6,1,8,3,0,1,1,2,3,1,0,1,1,1,51,12,1,0.6,40
3,74,4,1,6,1,8,0,3,1,1,5,4,1,0,1,1,1,42,6,1,2.52,10
3,74,4,1,6,1,8,0,3,1,1,5,4,1,0,1,1,1,42,12,1,2.52,43
3,37,4,1,1,1,9,3,0,1,1,2,3,1,0,7,1,1,32,6,2,0.6,10
11,59,4,1,5,1,9,3,0,1,1,2,3,1,0,6,1,1,32,13,2,1.32,35
11,59,4,1,5,1,9,3,0,1,1,2,3,1,0,6,1,1,32,4,1,1.32,3
12,49,4,1,6,1,8,3,0,1,1,3,3,1,0,1,1,1,11,12,1,1.32,
11,49,4,1,1,1,8,3,0,1,1,0,3,1,0,5,1,1,42,10,1,6.96,32
11,49,4,1,1,1,8,3,0,1,1,0,3,1,0,5,1,1,42,10,2,6.96,29
9,49,4,1,1,1,8,3,0,1,1,2,3,1,0,5,1,1,44,7,1,1.32,18
9,49,4,1,1,1,8,3,0,1,1,2,3,1,0,5,1,1,44,15,1,1.32,56
7,53,4,1,1,1,8,1,0,1,1,3,3,1,0,5,1,1,41,7,1,1.32,5
7,53,4,1,1,1,8,1,0,1,1,3,3,1,0,5,1,1,41,15,1,1.32,56
5,40,4,1,4,1,9,3,0,1,1,0,5,1,1,2,1,1,51,10,1,3.84,30
5,40,4,1,4,1,9,3,0,1,1,0,5,1,1,2,1,1,51,5,1,3.84,7
5,55,4,1,3,1,9,0,5,1,1,3,3,1,1,2,1,1,42,16,1,6.96,50
5,55,4,1,3,1,9,0,5,1,1,3,3,1,1,2,1,1,42,15,2,6.96,40
5,81,4,5,2,1,9,3,0,1,0,3,3,3,1,2,1,1,24,6,2,1.32,7
5,81,4,5,2,1,9,3,0,1,0,3,3,3,1,2,1,1,24,12,1,1.32,27
8,53,4,1,4,1,9,9,0,0,0,0,5,11,9,,9,9,61,13,1,8.52,16
8,93,4,5,3,1,9,0,3,3,1,0,5,6,1,2,9,9,62,5,1,3.42,5
8,93,4,5,3,1,9,0,3,3,1,0,5,6,1,2,9,9,62,6,1,3.42,11
12,79,4,5,3,1,8,1,0,1,1,4,3,3,1,2,2,2,51,5,1,10.76,6
12,79,4,5,3,1,8,1,0,1,1,4,3,3,1,2,2,2,51,13,1,10.76,32
6,40,4,1,1,1,9,0,3,1,1,3,3,1,0,1,1,1,41,9,1,1.32,25
6,40,4,1,1,1,9,0,3,1,1,3,3,1,0,1,1,1,41,12,2,1.32,39
1,88,4,5,1,1,8,1,0,6,1,4,5,6,1,2,9,5,51,6,1,3.84,13
1,88,4,5,1,1,8,1,0,6,1,4,5,6,1,2,9,5,51,6,2,3.84,9
6,65,4,1,4,1,9,0,2,1,1,4,5,1,1,2,1,1,31,12,2,1.92,38
6,65,4,1,4,1,9,0,2,1,1,4,5,1,1,2,1,1,31,11,1,1.92,32
7,38,4,1,1,1,9,0,3,1,0,3,3,1,1,2,1,1,11,7,1,2.57,17
7,38,4,1,1,1,9,0,3,1,0,3,3,1,1,2,1,1,11,13,1,2.57,43
1,31,4,1,2,1,9,3,0,1,1,2,5,1,0,1,1,2,11,8,1,0.6,5
3,72,4,5,7,1,11,0,1,1,1,3,3,3,1,2,2,2,31,7,1,2.52,18
3,72,4,5,7,1,11,0,1,1,1,3,3,3,1,2,2,2,31,11,1,2.52,34
5,71,4,1,5,1,8,0,2,1,1,5,4,1,9,7,1,1,32,14,1,0.9,36
2,80,4,5,7,1,8,0,3,1,1,3,4,3,1,2,2,2,61,99,0,6.36,
2,80,4,5,7,1,8,0,3,1,1,3,4,3,1,2,2,2,61,5,1,6.36,6
11,90,4,5,6,1,8,3,0,1,1,3,3,6,1,2,1,1,51,11,1,3.77,36
11,90,4,5,6,1,8,3,0,1,1,3,3,6,1,2,1,1,51,6,1,3.77,10
5,32,4,1,3,1,9,9,0,0,0,0,5,11,9,,9,9,44,10,2,0.6,16
8,70,4,1,3,1,9,0,3,1,1,3,3,1,1,2,1,1,31,7,1,5.04,7
8,70,4,1,3,1,9,0,3,1,1,3,3,1,1,2,1,1,31,6,1,5.04,5
8,40,4,1,3,1,8,0,3,1,1,2,3,1,1,2,1,1,51,12,1,0.9,40
7,41,4,1,3,1,9,0,3,3,1,4,3,1,1,2,1,1,61,5,2,2.52,7
7,41,4,1,3,1,9,0,3,3,1,4,3,1,1,2,1,1,61,9,1,2.52,27
5,47,4,1,1,1,8,3,0,1,1,2,3,1,0,5,1,1,62,6,2,1.32,7
5,47,4,1,1,1,8,3,0,1,1,2,3,1,0,5,1,1,62,15,2,1.32,51
11,77,4,5,3,1,9,0,3,2,0,5,3,3,1,2,1,1,11,7,1,3.84,19
11,77,4,5,3,1,9,0,3,2,0,5,3,3,1,2,1,1,11,17,2,3.84,57
11,64,4,1,4,1,8,3,0,1,1,3,3,1,0,1,9,2,11,9,1,0.6,24
1,31,4,1,1,1,9,3,0,1,1,3,3,1,1,2,1,1,11,10,1,4.5,31
1,31,4,1,1,1,9,3,0,1,1,3,3,1,1,2,1,1,11,14,1,4.5,49
2,83,4,5,7,1,9,0,2,5,1,5,3,5,1,3,1,1,44,13,2,3.8,39
2,23,4,5,5,1,9,3,0,2,1,3,3,3,1,2,1,1,31,6,1,1.32,7
2,23,4,5,5,1,9,3,0,2,1,3,3,3,1,2,1,1,31,11,1,1.32,17
11,27,4,1,2,1,8,3,0,1,1,2,3,1,0,6,1,1,31,12,1,1.32,44
11,27,4,1,2,1,8,3,0,1,1,2,3,1,0,6,1,1,31,4,1,1.32,3
12,70,4,5,4,1,8,3,0,2,1,3,3,3,1,2,1,1,51,7,1,1.32,10
12,70,4,5,4,1,8,3,0,2,1,3,3,3,1,2,1,1,51,8,1,1.32,21
9,89,4,5,5,1,8,0,2,1,1,4,3,6,1,2,1,1,44,14,1,2.52,45
9,89,4,5,5,1,8,0,2,1,1,4,3,6,1,2,1,1,44,8,2,2.52,10
7,3,4,5,6,1,8,3,0,1,1,2,3,3,1,2,1,1,11,5,1,1.32,6
7,3,4,5,6,1,8,3,0,1,1,2,3,3,1,2,1,1,11,10,1,1.32,26
5,38,4,1,1,1,8,0,3,1,1,2,3,1,1,2,1,1,42,5,2,0.6,4
4,69,2,1,3,1,9,3,0,1,1,4,3,1,0,6,1,1,61,10,1,1.32,29
4,69,2,1,3,1,9,3,0,1,1,4,3,1,0,6,1,1,61,7,1,1.32,11
6,84,4,5,3,1,8,3,0,1,1,3,3,3,0,1,1,1,41,17,1,2.52,31
1,51,4,1,5,1,8,0,3,1,1,3,2,1,0,1,1,1,62,12,1,1.92,41
1,51,4,1,5,1,8,0,3,1,1,3,2,1,0,1,1,1,62,99,0,1.92,
1,51,4,1,5,1,8,0,3,1,1,3,2,1,0,1,1,1,62,9,1,1.92,26
4,69,4,1,1,1,8,1,0,1,1,2,3,1,0,6,1,1,11,5,1,0.6,7
5,49,4,1,3,1,8,0,3,1,1,3,3,1,9,7,1,1,61,5,1,1.32,7
5,49,4,1,3,1,8,0,3,1,1,3,3,1,9,7,1,1,61,4,2,1.32,3
2,25,4,5,3,1,8,3,0,2,1,2,3,3,1,2,1,1,31,7,1,8.52,11
2,25,4,5,3,1,8,3,0,2,1,2,3,3,1,2,1,1,31,13,1,8.52,38
10,79,4,5,1,1,8,1,0,1,1,3,3,3,1,2,1,1,51,4,2,1.32,2
10,79,4,5,1,1,8,1,0,1,1,3,3,3,1,2,1,1,51,8,1,1.32,
10,69,4,1,7,1,8,1,0,3,1,4,3,1,1,2,1,1,51,7,1,2.52,13
10,69,4,1,7,1,8,1,0,3,1,4,3,1,1,2,1,1,51,13,2,2.52,45
4,59,4,1,1,1,8,3,0,1,1,2,3,1,1,2,1,1,51,14,1,1.32,44
4,59,4,1,1,1,8,3,0,1,1,2,3,1,1,2,1,1,51,17,2,1.32,33
6,38,4,1,5,1,9,9,0,0,0,0,5,11,9,,9,9,32,18,1,1.32,58
6,38,4,1,5,1,9,9,0,0,0,0,5,11,9,,9,9,32,8,2,1.32,23
1,36,4,1,4,1,9,0,4,1,1,3,3,1,0,6,1,1,42,5,2,0.6,5
3,27,1,1,3,1,8,3,0,1,1,2,3,1,0,6,1,1,62,9,1,1.32,25
3,27,1,1,3,1,8,3,0,1,1,2,3,1,0,6,1,1,62,6,2,1.32,12
8,73,4,1,1,1,8,0,5,1,1,2,3,1,0,6,1,1,31,7,1,1.32,3
8,73,4,1,1,1,8,0,5,1,1,2,3,1,0,6,1,1,31,6,1,1.32,11
5,70,4,1,2,1,8,0,5,1,1,3,3,1,1,2,1,1,31,5,1,1.32,10
5,70,4,1,2,1,8,0,5,1,1,3,3,1,1,2,1,1,31,10,1,1.32,29
3,24,4,5,2,1,8,0,3,1,1,3,3,3,9,7,1,1,61,14,1,1.25,49
8,45,4,1,1,1,8,0,5,1,1,3,3,1,1,2,1,1,51,10,1,2.52,13
8,45,4,1,1,1,8,0,5,1,1,3,3,1,1,2,1,1,51,9,1,2.52,22
8,45,4,1,1,1,8,0,5,1,1,3,3,1,1,2,1,1,51,5,1,2.52,9
2,86,4,5,7,1,8,3,0,5,1,4,5,10,1,3,2,5,42,10,1,0.6,30
1,36,4,1,2,1,8,0,3,1,1,3,3,1,0,6,1,1,61,17,1,1.32,34
4,33,4,1,5,1,9,3,0,1,1,3,3,1,1,2,1,1,51,6,2,0.6,10
12,85,4,5,1,1,8,0,3,3,1,5,3,3,1,2,1,1,61,7,1,2.52,17
12,85,4,5,1,1,8,0,3,3,1,5,3,3,1,2,1,1,61,6,1,2.52,14
6,40,4,1,3,1,9,0,5,1,1,3,3,1,1,2,1,1,32,15,1,2.75,56
6,40,4,1,3,1,9,0,5,1,1,3,3,1,1,2,1,1,32,14,1,2.75,48
7,30,4,1,3,1,8,0,3,1,1,4,3,1,0,1,1,1,24,6,2,0.6,12
7,26,4,1,2,1,8,0,3,1,1,2,3,1,1,2,1,1,51,15,1,0.9,49
12,67,4,5,5,1,8,0,3,2,1,5,3,6,0,7,1,1,61,11,2,2.52,22
12,67,4,5,5,1,8,0,3,2,1,5,3,6,0,7,1,1,61,13,1,2.52,46
10,61,3,1,5,1,8,0,4,1,1,3,4,1,1,2,1,1,61,13,2,2.52,34
10,61,3,1,5,1,8,0,4,1,1,3,4,1,1,2,1,1,61,6,2,2.52,12
3,93,4,5,5,1,9,1,0,3,1,3,4,3,0,1,1,1,11,15,2,1.32,40
3,93,4,5,5,1,9,1,0,3,1,3,4,3,0,1,1,1,11,5,1,1.32,9
2,31,4,1,3,1,9,0,3,1,1,2,3,11,0,6,2,2,77,6,1,0.6,13
1,56,4,1,5,1,6,3,0,1,1,4,3,1,0,1,1,1,31,16,2,0.9,48
4,75,4,1,1,1,9,3,0,1,1,3,3,1,0,1,1,1,24,8,1,1.32,7
4,30,3,1,6,1,8,0,3,3,1,3,3,1,1,2,1,1,31,13,1,7.56,43
4,30,3,1,6,1,8,0,3,3,1,3,3,1,1,2,1,1,31,12,1,7.56,43
8,74,4,1,7,1,8,0,5,5,1,5,3,1,1,2,1,1,51,8,1,1.32,22
8,74,4,1,7,1,8,0,5,5,1,5,3,1,1,2,1,1,51,13,1,1.32,35
12,29,4,1,2,1,9,3,0,1,0,3,3,1,1,2,1,1,51,13,2,3.2,41
12,29,4,1,2,1,9,3,0,1,0,3,3,1,1,2,1,1,51,6,1,3.2,12
4,50,4,1,6,1,9,0,2,1,1,2,3,1,0,1,1,1,32,11,1,0.6,36
4,85,4,5,7,1,9,1,0,6,1,0,3,6,1,2,1,1,51,8,2,1.32,23
4,85,4,5,7,1,9,1,0,6,1,0,3,6,1,2,1,1,51,99,0,1.32,
4,5,4,5,5,1,9,0,5,1,1,3,3,3,0,6,2,2,41,10,1,2.52,26
1,53,4,1,5,1,9,9,0,0,0,0,5,11,9,,9,9,44,15,1,1.32,44
1,53,4,1,5,1,9,9,0,0,0,0,5,11,9,,9,9,44,99,0,1.32,
6,45,4,1,1,1,8,1,0,1,1,5,3,1,0,1,1,1,51,14,1,6.49,
6,45,4,1,1,1,8,1,0,1,1,5,3,1,0,1,1,1,51,9,1,6.49,24
12,29,4,1,6,1,8,0,3,1,1,4,1,1,0,1,1,1,32,14,2,0.6,25
10,79,3,5,4,1,8,1,0,1,1,3,3,3,1,2,1,1,51,7,1,1.92,10
10,79,3,5,4,1,8,1,0,1,1,3,3,3,1,2,1,1,51,11,1,1.92,20
10,79,3,5,4,1,8,1,0,1,1,3,3,3,1,2,1,1,51,6,1,1.92,8
3,62,4,1,4,1,8,3,0,1,1,4,3,1,0,6,1,1,44,13,2,1.32,37
3,62,4,1,4,1,8,3,0,1,1,4,3,1,0,6,1,1,44,4,1,1.32,
9,45,4,1,2,1,9,1,0,1,1,2,3,1,0,5,1,1,42,10,1,1.32,25
9,45,4,1,2,1,9,1,0,1,1,2,3,1,0,5,1,1,42,16,1,1.32,56
2,76,4,5,6,1,8,0,2,3,1,4,3,3,1,2,1,1,31,5,1,1.32,7
2,76,4,5,6,1,8,0,2,3,1,4,3,3,1,2,1,1,31,5,1,1.32,6
7,31,4,1,4,1,8,3,0,1,1,3,3,1,0,1,1,1,51,16,1,0.6,58
8,28,4,1,3,1,9,3,0,1,1,1,4,1,0,1,1,1,23,10,2,1.32,15
12,57,4,1,2,1,8,3,0,1,1,3,3,1,1,2,1,1,31,4,2,1.32,4
12,57,4,1,2,1,8,3,0,1,1,3,3,1,1,2,1,1,31,12,1,1.32,41
12,33,4,1,6,1,8,3,0,1,1,3,3,1,0,1,1,1,23,10,1,1.32,
12,33,4,1,6,1,8,3,0,1,1,3,3,1,0,1,1,1,23,5,1,1.32,3
11,87,4,5,3,1,8,3,0,1,1,2,4,3,0,1,1,1,32,11,2,1.32,25
11,87,4,5,3,1,8,3,0,1,1,2,4,3,0,1,1,1,32,5,1,1.32,7
9,43,4,1,5,1,9,1,0,1,1,3,3,1,0,1,1,1,44,15,2,0.9,51
10,75,2,5,6,1,8,1,0,1,1,3,3,6,1,2,1,1,51,9,2,1.32,25
10,75,2,5,6,1,8,1,0,1,1,3,3,6,1,2,1,1,51,14,1,1.32,47
11,43,4,1,4,1,8,3,0,1,1,2,3,1,0,5,1,1,41,16,1,2.52,57
11,43,4,1,4,1,8,3,0,1,1,2,3,1,0,5,1,1,41,5,1,2.52,4
7,37,4,1,1,1,8,0,3,1,1,3,3,1,0,6,1,1,43,10,2,1.32,29
7,37,4,1,1,1,8,0,3,1,1,3,3,1,0,6,1,1,43,5,2,1.32,7
5,33,4,1,1,1,8,0,3,1,1,2,3,1,0,7,1,1,44,7,1,0.9,7
9,39,4,1,4,1,8,0,4,1,1,2,5,1,1,2,1,1,11,8,1,4.44,19
9,39,4,1,4,1,8,0,4,1,1,2,5,1,1,2,1,1,11,10,1,4.44,30
