pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,YOM_BE_HODESH,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,RAMZOR,HUMRAT_TEUNA,SUG_TEUNA,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,BAKARA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y
2023082091,1,1,1,5000,1571,1555,,11840612,,,,,20,2023,6,28,47,4,1,4,0,2,4,8,0,3,1,1,2,3,1,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180373,664530
2023082094,1,1,2,8300,437,,9999,,,,,,52,2023,3,15,55,4,1,4,9,2,4,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,4,44,442,0,13,3,182406,654521
2023082098,1,1,1,229,120,141,,490001,,,,,20,2023,12,4,68,4,5,2,0,3,2,8,3,0,1,1,1,3,6,1,1,1,9,9,9,0,0,9,4,42,422,0,16,1,187707,663106
2023082106,1,1,3,0,,,,,85,0,263,1403,12,2023,2,20,29,4,1,2,0,2,4,8,3,0,4,1,2,3,1,1,1,1,9,9,9,0,0,9,2,24,242,99,99,1,233081,760000
2023082108,1,1,1,9600,139,161,,7860001,,,,,12,2023,2,10,5,4,5,6,1,3,2,9,0,2,3,1,5,3,3,2,1,1,9,9,9,0,0,9,3,31,311,0,16,1,206930,749956
2023082112,1,1,1,4000,795,1219,,18380665,,,,,11,2023,1,1,91,4,5,1,0,3,3,8,0,5,3,1,2,3,6,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,201101,741801
2023082114,1,1,2,2400,226,,5,,,,,,20,2023,7,13,47,4,1,5,9,3,1,8,1,0,1,1,4,3,1,,1,1,9,9,4,9,0,9,5,51,512,0,16,3,187246,658851
2023082129,1,1,2,6600,875,,10,,,,,,20,2023,3,31,70,4,1,6,9,2,11,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,5,51,513,0,14,1,179188,657612
2023082130,1,1,4,0,,,,,8900,0,512,,12,2023,4,10,63,3,1,2,9,3,11,5,2,0,4,1,3,3,1,,2,2,9,9,9,0,0,9,2,21,212,99,99,1,246752,764597
2023082166,1,1,3,0,,,,,585,0,180,12323,12,2023,2,5,67,4,1,1,0,3,2,8,3,0,1,1,3,3,1,5,1,1,9,9,9,0,0,9,3,32,324,99,99,1,204834,702089
2023082170,1,1,1,542,196,376,,2,,,,,14,2023,5,19,49,4,1,6,0,2,2,9,0,5,1,1,3,3,1,1,1,1,9,9,9,0,0,9,2,23,237,99,27,1,229628,736213
2023082186,1,1,4,0,,,,,3633,0,25,,38,2023,4,23,93,4,5,1,9,3,5,8,3,0,3,1,3,3,3,,1,1,9,9,9,0,0,9,6,61,614,99,99,1,165174,626000
2023082251,1,1,2,784,,,9999,,,,,,51,2023,4,10,73,3,1,2,9,3,10,8,3,0,1,1,1,4,1,,9,4,9,9,9,0,0,9,4,43,432,25,31,2,195879,653755
2023082260,1,1,2,7400,419,,21,,,,,,51,2023,7,6,62,4,1,5,9,3,1,8,1,0,1,1,2,3,1,,1,1,9,9,9,3,3,2,4,41,411,0,13,1,186453,692332
2023082264,1,1,2,502,441,,42,,,,,,12,2023,3,30,34,4,1,5,9,3,1,8,0,3,1,1,5,3,1,,9,1,9,9,9,3,3,9,2,24,243,99,27,3,216751,761731
2023082272,1,1,2,7300,,,9999,,,,,,14,2023,5,22,51,4,1,2,9,3,5,9,3,0,1,1,2,3,1,,1,1,9,9,9,0,0,9,2,23,237,0,25,2,227906,734178
2023082284,1,2,3,0,,,,,60,0,1394,7099,41,2023,5,10,85,4,5,4,9,3,1,9,0,3,1,1,3,3,3,,1,1,9,9,7,0,0,9,7,77,777,99,99,1,224505,672813
2023082295,1,1,1,9600,161,111,,630001,,,,,12,2023,6,5,74,4,1,2,1,3,2,8,1,0,1,1,3,3,1,2,1,1,9,9,9,0,0,9,3,31,311,0,16,1,207558,750698
2023082308,1,2,4,0,,,,,557,0,32,,41,2023,8,12,61,4,1,7,9,3,5,9,3,0,4,1,3,3,1,,1,1,9,9,9,0,0,9,7,77,777,99,99,1,204015,687392
2023082316,1,1,2,2620,225,,90,,,,,,51,2023,6,17,93,4,5,7,9,3,11,9,1,0,1,1,2,5,3,6,1,1,9,9,9,0,0,9,5,51,512,0,16,1,186962,661886
2023082336,1,1,4,0,,,,,7276,0,58,,14,2023,9,3,80,4,5,1,9,3,3,8,3,0,4,1,2,3,4,,1,1,9,9,9,0,0,9,2,23,233,99,99,1,240204,727447
2023082340,1,1,1,8600,701,205,,9570115,,,,,20,2023,10,10,55,4,1,3,1,3,1,8,1,0,1,1,4,3,1,2,1,1,9,9,9,3,4,2,5,51,512,0,14,1,182289,665893
2023082352,1,1,1,7800,125,147,,610005,,,,,12,2023,8,15,45,4,1,3,0,3,2,8,3,0,1,1,2,3,1,6,1,1,9,9,9,0,0,9,3,32,324,99,16,1,197377,708172
2023082360,1,1,1,7100,1012,416,,8920021,,,,,38,2023,7,12,75,4,1,4,0,3,1,8,0,3,1,1,3,3,1,6,1,1,9,9,9,3,3,1,6,61,614,0,14,1,160213,619834
2023082377,1,1,2,390,,,9999,,,,,,12,2023,4,12,83,1,5,4,9,3,2,9,0,3,1,1,3,3,3,6,1,1,9,9,9,0,0,9,2,24,245,4,32,2,209657,764756
2023082379,1,1,2,565,112,,1,,,,,,20,2023,9,3,53,4,1,1,9,3,1,5,3,0,1,1,3,3,1,2,1,1,9,9,9,3,2,2,5,51,513,99,17,1,182141,658514
2023082385,1,1,2,7000,164,,9999,,,,,,52,2023,12,17,32,4,1,1,9,3,2,9,0,3,1,3,3,3,1,,1,5,9,9,9,0,0,9,4,43,432,0,15,3,190618,652182
2023082390,1,1,2,1139,,,9999,,,,,,12,2023,2,28,73,4,5,3,9,2,1,9,3,0,1,1,3,4,6,,1,1,9,9,9,3,3,2,2,24,242,0,16,2,227615,757349
2023082393,1,2,2,3647,123,,9999,,,,,,41,2023,6,12,2,4,5,2,9,3,10,8,3,0,1,1,3,4,3,,1,1,9,9,9,0,0,9,7,77,777,72,19,3,211070,673389
2023082395,1,1,3,0,,,,,4,0,2205,433,12,2023,3,8,46,4,1,4,1,3,2,9,0,2,1,1,3,5,11,2,9,9,9,9,9,0,0,9,3,31,311,99,99,1,208204,748966
2023082414,1,1,2,9600,184,,9999,,,,,,12,2023,10,30,38,4,1,2,9,2,12,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,3,31,311,0,16,3,206442,749897
2023082423,1,1,1,9000,531,101,,9400021,,,,,34,2023,8,10,43,4,1,5,1,3,2,8,3,0,1,1,2,3,1,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,182311,573605
2023082425,1,1,2,2500,188,,9999,,,,,,11,2023,9,17,21,1,5,1,9,3,10,5,0,3,1,1,5,3,3,7,1,1,6,4,9,0,0,9,3,31,311,0,16,3,204239,741987
2023082429,1,1,3,0,,,,,40,60,1819,963,34,2023,1,29,84,4,5,1,1,3,2,9,9,0,0,0,0,5,6,2,9,9,9,9,9,0,0,9,6,62,623,99,99,1,184017,574474
2023082430,1,1,1,7100,416,1115,,9890002,,,,,38,2023,11,11,77,4,5,7,1,3,2,8,0,3,2,1,5,3,6,2,1,1,9,9,9,0,0,9,6,61,614,0,14,1,159679,619759
2023082440,1,1,4,0,,,,,8900,0,580,,12,2023,5,18,60,4,1,5,9,2,5,9,2,0,4,1,3,4,1,,1,1,9,9,9,0,0,9,2,21,212,99,99,1,249891,762241
2023082468,1,1,4,0,,,,,,,,,12,2023,3,20,35,4,1,2,9,3,4,9,3,0,5,1,1,1,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,9,,
2023082503,1,1,1,3000,1252,1409,,92871986,,,,,61,2023,12,4,69,4,5,2,1,2,1,5,0,3,1,1,2,3,3,2,1,1,9,9,9,3,3,1,1,11,111,0,12,1,216996,628671
2023082523,1,1,2,6700,102,,9999,,,,,,12,2023,6,27,50,4,1,3,9,3,2,9,3,0,1,1,3,3,1,7,1,9,9,9,9,0,0,9,2,22,221,0,16,3,249718,744795
2023082526,1,1,2,3000,1240,,9999,,,,,,61,2023,8,6,71,4,1,1,9,3,5,9,2,0,1,2,2,3,1,,1,1,9,9,9,0,0,9,1,11,111,0,12,3,215074,629783
2023082549,1,1,4,0,,,,,3877,0,36,,61,2023,6,10,70,4,1,7,9,3,5,9,2,0,1,1,4,3,1,,1,1,9,9,9,0,0,9,1,11,111,99,99,1,213577,627832
2023082551,1,1,4,0,,,,,79,0,218,,14,2023,1,28,56,4,1,7,9,2,8,5,0,2,5,1,3,3,1,,1,1,6,2,9,0,0,9,2,23,237,99,99,1,224830,737916
2023082554,1,2,3,0,,,,,446,4433,30,7198,43,2023,8,21,4,4,5,2,1,3,2,8,0,3,4,1,3,3,3,2,1,1,9,9,9,0,0,9,7,77,777,99,99,1,202538,648621
2023082556,1,1,1,6500,740,833,,9290009,,,,,12,2023,6,27,34,4,1,3,0,2,2,9,0,3,1,1,3,3,1,1,1,1,9,9,9,0,0,9,3,32,324,0,14,1,195304,702848
2023082572,1,1,1,9000,102,1369,,8440021,,,,,34,2023,4,13,89,4,5,5,1,2,2,8,0,3,3,1,5,3,3,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,180717,572039
2023082584,1,1,3,0,,,,,436,4363,103,7134,61,2023,10,2,85,3,5,2,1,3,2,8,0,3,1,1,2,3,3,2,1,1,9,9,9,0,0,9,7,77,777,99,99,1,216562,640575
2023082611,1,1,4,0,,,,,2444,0,12,,34,2023,9,12,66,4,1,3,9,2,2,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,6,62,621,99,99,1,161704,590979
2023082615,1,1,2,4000,1035,,9999,,,,,,11,2023,4,9,37,3,1,1,9,3,8,8,0,2,2,1,2,4,1,,1,1,6,9,9,0,0,9,3,31,311,0,13,3,200659,743284
2023082619,1,1,1,7100,375,416,,7960002,,,,,38,2023,3,4,89,4,5,7,1,3,2,8,0,3,1,1,3,4,3,2,1,1,9,9,9,0,0,9,6,61,614,0,14,1,159361,619669
2023082650,1,1,2,6900,,,9999,,,,,,51,2023,2,23,64,4,1,5,9,2,1,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,4,42,421,0,14,2,191953,676448
2023082659,1,1,2,4000,996,,9999,,,,,,11,2023,5,28,32,4,1,1,9,2,2,8,3,0,1,1,2,3,1,,9,1,9,9,9,0,0,9,3,31,311,0,13,3,196327,745399
2023082666,1,1,2,5000,2524,,94,,,,,,20,2023,5,24,59,4,1,4,9,2,2,8,3,0,1,1,2,3,1,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180648,664043
2023082683,1,2,4,0,,,,,60,0,1301,,41,2023,8,17,13,4,5,5,9,3,5,8,2,0,4,1,3,3,3,,1,1,9,9,9,0,0,9,7,77,777,99,99,1,224763,665270
2023082690,1,1,1,7100,856,893,,9860001,,,,,38,2023,12,27,61,4,1,4,9,3,2,8,0,5,1,1,2,2,1,7,1,1,9,9,9,0,0,9,6,61,614,0,14,1,160266,621568
2023082694,1,1,2,3000,1753,,80,,,,,,61,2023,12,4,58,4,1,2,9,3,12,8,3,0,1,0,3,5,1,,1,1,9,9,9,0,0,9,1,11,111,0,12,1,221045,629420
2023082699,1,1,1,7900,613,603,,99970283,,,,,51,2023,3,9,42,4,1,5,9,3,5,8,3,0,1,1,0,4,1,,1,1,9,9,9,0,0,9,4,42,422,0,13,1,190565,664759
2023082710,1,1,2,1295,,,9999,,,,,,12,2023,6,27,77,4,1,3,9,2,3,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,2,24,243,99,28,2,223245,765072
2023082743,1,1,2,5000,3020,,15,,,,,,20,2023,6,6,74,4,1,3,9,3,4,8,3,0,1,1,4,3,11,,1,1,9,9,9,0,0,9,5,51,511,0,13,3,177793,660471
2023082748,1,1,3,0,,,,,89,8912,27,10616,12,2023,4,21,59,4,1,6,1,3,2,8,0,2,5,1,5,4,1,2,1,1,9,9,9,0,0,9,2,24,245,99,99,1,212199,768834
2023082750,1,1,4,0,,,,,40,0,35,,33,2023,4,29,39,4,1,7,9,2,9,9,0,1,4,0,2,4,1,,1,1,9,9,9,0,0,9,6,62,625,99,99,1,205359,435514
2023082753,1,1,2,8700,368,,9999,,,,,,51,2023,6,21,79,4,1,4,9,3,2,8,3,0,1,1,1,4,1,,1,1,9,9,9,0,0,9,4,42,421,0,15,3,189268,677915
2023082754,1,1,4,0,,,,,574,0,98,,12,2023,4,28,78,4,5,6,9,2,5,9,0,5,1,1,3,4,4,,9,1,9,9,9,0,0,9,3,32,324,99,99,1,204865,700565
2023082777,1,1,2,8300,104,,9999,,,,,,52,2023,11,13,29,4,1,2,9,2,11,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,4,44,442,0,13,3,180041,655046
2023082781,1,1,1,8400,730,403,,8450010,,,,,52,2023,4,21,79,4,5,6,9,3,2,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,4,44,441,0,14,1,182461,644061
2023082787,1,1,1,4000,1161,592,,16460323,,,,,11,2023,3,17,86,4,5,6,1,3,2,8,0,3,3,1,5,3,3,2,1,1,9,9,9,0,0,9,3,31,311,0,13,1,196225,746476
2023082791,1,1,1,3000,4753,4797,,24650735,,,,,61,2023,1,26,48,4,1,5,1,3,2,9,3,0,1,1,3,3,1,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,222662,636603
2023082793,1,1,1,9000,811,838,,8380023,,,,,34,2023,3,28,60,4,1,3,1,3,2,8,1,0,2,1,3,3,11,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,180632,572821
2023082838,1,1,1,1061,124,158,,7010002,,,,,14,2023,1,8,54,4,1,1,1,3,2,9,3,0,3,1,3,3,1,2,1,1,9,9,9,0,0,9,2,23,237,0,16,1,229482,734141
2023082870,1,1,3,0,,,,,4,79,2220,435,12,2023,10,15,51,4,1,1,1,3,2,9,9,0,0,0,0,5,11,2,9,9,9,9,9,0,0,9,3,31,311,99,99,1,208907,750261
2023082880,1,1,4,0,,,,,2,0,230,,20,2023,6,21,92,4,5,4,9,2,3,9,3,0,4,1,0,5,3,,1,1,9,9,9,0,0,9,5,51,511,99,99,1,181792,673125
2023082908,1,1,3,0,,,,,5,6,138,2043,51,2023,12,23,36,4,1,7,1,3,2,9,9,0,0,0,0,5,11,2,9,9,9,9,9,0,0,9,4,42,422,99,99,1,194309,669213
2023082922,1,1,1,3000,937,938,,70214,,,,,61,2023,1,2,69,4,5,2,1,3,1,9,3,0,1,1,2,5,3,2,1,1,9,9,9,1,4,1,1,11,111,0,12,1,219579,633262
2023082957,1,1,1,7900,236,428,,620062,,,,,51,2023,1,2,79,4,5,2,0,3,2,9,1,0,1,1,2,3,3,5,1,1,9,9,9,0,0,9,4,42,422,0,13,1,189994,666769
2023082961,1,1,4,0,,,,,6,0,1031,,52,2023,3,2,34,4,1,5,9,3,3,8,0,2,7,1,2,4,1,,1,1,9,9,9,0,0,9,4,44,441,99,99,1,185140,635988
2023082967,1,1,2,157,106,,60,,,,,,51,2023,8,3,52,4,1,5,9,2,11,8,3,0,1,1,2,3,1,,1,1,9,9,9,0,0,9,4,41,411,18,31,3,193891,685817
2023082968,1,1,4,0,,,,,2,0,348,,51,2023,6,19,63,4,1,2,9,2,7,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,4,41,411,99,99,1,184703,684320
2023082970,1,1,1,7100,653,1060,,8550002,,,,,38,2023,6,1,96,4,5,5,1,3,2,8,0,3,3,1,5,3,3,2,1,1,9,9,9,0,0,9,6,61,614,0,14,1,159958,618926
2023082986,1,1,2,132,,,9999,,,,,,14,2023,2,27,61,4,1,2,9,3,2,8,3,0,4,1,5,3,1,,1,1,9,9,9,0,0,9,2,23,234,9,31,2,218186,727950
2023082988,1,1,1,5000,1620,3004,,20420735,,,,,20,2023,1,19,70,4,5,5,1,3,4,8,1,0,1,1,2,3,6,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,176684,660184
2023083002,1,1,1,5000,2227,2378,,13340815,,,,,20,2023,8,31,48,4,1,5,1,3,8,5,0,5,1,1,2,3,1,2,1,1,2,2,9,0,0,9,5,51,511,0,13,1,178786,662486
2023083007,1,1,1,7900,919,920,,8850022,,,,,51,2023,6,21,74,4,1,4,0,3,2,8,3,0,1,1,4,3,1,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,188666,665608
2023083023,1,2,4,0,,,,,4370,0,8,,43,2023,8,16,95,4,5,4,9,3,3,9,3,0,3,1,4,3,5,,1,1,9,9,9,0,0,9,7,77,777,99,99,1,225051,634389
2023083034,1,1,1,9100,441,410,,890006,,,,,12,2023,2,13,48,4,1,2,0,3,2,9,3,0,1,1,3,3,1,6,1,1,9,9,9,0,0,9,2,24,245,0,15,1,209222,767831
2023083061,1,1,4,0,,,,,35,0,331,,34,2023,3,29,67,4,1,4,9,3,5,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,6,61,612,99,99,1,191268,613458
2023083071,1,1,4,0,,,,,20,0,144,,20,2023,5,31,85,4,5,4,9,2,4,9,1,0,5,1,4,3,3,,1,1,9,9,9,0,0,9,5,51,511,99,99,1,179964,662967
2023083072,1,1,3,0,,,,,20,0,161,8053,20,2023,2,1,35,4,1,4,1,3,2,2,3,0,1,1,4,1,11,3,9,1,9,9,9,0,0,9,5,51,511,99,99,1,180660,664462
2023083080,1,1,1,3000,4389,4386,,92871424,,,,,61,2023,3,6,68,2,1,2,0,3,2,8,3,0,1,1,2,2,1,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,219517,627788
2023083101,1,1,3,0,,,,,574,0,183,12081,12,2023,10,26,61,4,1,5,1,3,2,8,0,3,4,1,3,3,1,2,1,1,9,9,9,0,0,9,3,32,324,99,99,1,202066,708056
2023083102,1,1,2,6200,443,,20,,,,,,20,2023,1,8,24,4,5,1,9,3,1,8,3,0,1,1,2,3,6,,1,1,9,9,7,8,0,9,5,51,513,0,14,1,175647,658107
2023083119,1,2,2,3770,129,,9999,,,,,,43,2023,4,23,70,4,1,1,9,2,15,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,7,77,777,73,19,3,202332,648705
2023083120,1,1,4,0,,,,,20,0,230,,20,2023,6,4,74,4,1,1,9,2,4,9,1,0,1,1,0,3,1,,9,1,9,9,9,0,0,9,5,51,511,99,99,1,182247,670987
2023083126,1,1,2,1063,162,,9999,,,,,,12,2023,10,10,49,4,1,3,9,2,5,8,3,0,3,1,2,3,1,,1,1,9,9,9,0,0,9,2,24,243,0,16,3,227325,768868
2023083138,1,1,1,7800,104,257,,8760003,,,,,12,2023,9,1,52,4,1,6,1,3,2,9,0,5,1,1,4,3,1,2,1,1,9,9,9,0,0,9,3,32,324,99,16,1,195976,709461
2023083147,1,1,1,229,163,140,,640041,,,,,20,2023,1,2,69,4,5,2,9,2,1,9,1,0,1,1,2,3,3,7,1,1,9,9,9,4,3,2,4,42,422,0,16,1,188747,663513
2023083156,1,1,4,0,,,,,804,0,38,,12,2023,4,13,69,4,1,5,9,1,5,8,3,0,4,1,3,3,1,,9,1,9,9,9,0,0,9,2,24,242,99,99,1,233006,754723
2023083163,1,1,1,5000,426,934,,9190323,,,,,20,2023,6,16,77,4,1,6,0,3,1,8,1,0,1,0,1,3,1,1,1,1,9,9,6,0,0,9,5,51,511,0,13,1,179320,665920
2023083174,1,1,1,3000,1714,1760,,12640532,,,,,61,2023,3,18,92,4,5,7,1,2,2,9,0,2,1,1,2,3,3,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,221350,629805
2023083176,1,1,4,0,,,,,7276,0,38,,14,2023,5,3,38,4,1,4,9,1,1,9,3,0,4,1,3,3,1,,1,1,9,9,9,3,2,1,2,23,233,99,99,1,240062,728884
2023083183,1,1,2,8400,378,,9999,,,,,,52,2023,4,30,78,4,5,1,9,2,12,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,4,44,441,0,14,3,180112,645454
2023083203,1,1,2,5000,1541,,17,,,,,,20,2023,12,13,93,4,5,4,9,2,2,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,5,51,511,0,13,1,179987,664195
2023083204,1,1,1,5000,1107,1115,,90515,,,,,20,2023,6,9,25,4,1,6,0,3,2,9,3,0,1,1,2,3,1,5,2,1,9,9,9,0,0,9,5,51,511,0,13,1,178902,664343
2023083222,1,1,2,1139,117,,16,,,,,,12,2023,2,8,59,4,1,4,9,3,2,9,3,0,1,1,3,3,1,,1,2,9,9,9,0,0,9,2,24,242,0,16,1,229014,758491
2023083282,1,1,3,0,,,,,781,0,44,10367,12,2023,12,15,13,4,5,6,1,3,2,9,3,0,1,1,0,3,3,2,1,1,9,9,9,0,0,9,3,31,311,99,99,1,209674,746457
2023083288,1,1,2,6600,116,,5,,,,,,20,2023,8,10,48,4,1,5,9,3,11,8,3,0,1,1,3,4,1,,1,1,9,9,9,0,0,9,5,51,513,0,14,1,181368,657925
2023083289,1,1,2,9400,174,,16,,,,,,20,2023,7,25,69,4,1,3,9,3,4,8,3,0,1,1,3,5,1,,1,1,9,9,9,0,0,9,4,42,422,0,16,1,189117,660752
2023083290,1,1,4,0,,,,,444,0,116,,51,2023,8,16,81,4,5,4,9,2,12,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,4,42,422,99,99,1,195800,659227
2023083293,1,1,4,0,,,,,70,0,809,,12,2023,10,17,53,4,1,3,9,2,4,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,2,24,243,99,99,1,213984,771268
2023083303,1,1,2,8300,201,,51,,,,,,52,2023,1,1,4,4,5,1,9,2,6,8,0,3,1,1,2,1,3,,1,1,9,9,9,0,0,9,4,44,442,0,13,1,181199,652528
2023083313,1,1,3,0,,,,,784,8054,186,3534,12,2023,1,22,69,4,5,1,0,3,2,8,3,0,4,1,5,3,3,5,1,1,9,9,9,0,0,9,2,24,241,99,99,1,225098,752460
2023083321,1,1,2,9700,111,,14,,,,,,51,2023,5,2,57,4,1,3,9,3,1,8,3,0,1,1,5,3,1,,1,1,9,9,9,3,3,1,4,42,421,0,15,1,189892,673625
2023083328,1,1,2,7900,212,,8,,,,,,51,2023,7,13,69,4,1,5,9,3,1,9,3,0,1,1,2,5,1,,1,1,9,9,9,3,3,9,4,42,422,0,13,1,189020,666311
2023083357,1,1,1,8600,1109,1529,,150216,,,,,20,2023,10,9,80,4,5,2,0,2,1,8,3,0,1,1,2,3,3,1,1,1,9,9,9,3,3,1,5,51,512,0,14,1,183970,664499
2023083358,1,1,1,70,183,229,,9140008,,,,,38,2023,5,31,71,4,1,4,9,2,1,9,0,3,1,1,1,3,1,7,1,1,9,9,9,3,3,1,6,61,613,0,13,1,167908,634394
2023083384,1,1,1,7400,995,973,,9940053,,,,,51,2023,8,31,35,4,1,5,9,3,1,9,0,3,1,0,1,3,1,7,1,1,9,9,9,3,3,1,4,41,411,0,13,1,186082,687639
2023083393,1,1,4,0,,,,,1,0,515,,61,2023,1,4,14,4,5,4,9,2,10,6,0,3,5,1,5,3,3,,1,1,9,9,9,0,0,9,1,11,111,99,99,1,214102,633833
2023083394,1,1,1,7800,194,530,,8840095,,,,,12,2023,8,8,55,4,1,3,0,3,1,9,3,0,1,1,2,3,1,1,1,1,9,9,9,3,3,1,3,32,324,99,16,1,198528,709410
2023083430,1,1,1,7400,407,402,,110031,,,,,51,2023,3,4,73,4,5,7,0,3,2,9,1,0,1,1,2,3,3,5,1,1,9,9,9,0,0,9,4,41,411,0,13,1,186952,692564
2023083437,1,1,1,9000,827,1369,,98340277,,,,,34,2023,1,17,41,4,1,3,1,1,1,9,0,3,1,1,3,3,1,2,1,1,9,9,9,3,4,2,6,62,623,0,13,1,180460,572413
2023083440,1,1,3,0,,,,,5,482,32,481,20,2023,12,31,89,4,5,1,9,3,18,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,5,51,511,99,99,1,184436,671305
2023083448,1,1,2,70,217,,9999,,,,,,38,2023,3,6,56,2,1,2,9,2,1,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,6,61,613,0,13,3,166778,633872
2023083459,1,1,1,8700,204,375,,10050006,,,,,51,2023,9,19,45,4,1,3,1,3,2,8,0,3,1,1,3,3,1,2,1,1,9,9,9,0,0,9,4,42,421,0,15,1,187299,677710
2023083474,1,1,4,0,,,,,5503,0,7,,51,2023,1,9,53,4,1,2,9,3,2,9,3,0,3,1,3,3,1,6,9,1,9,9,9,0,0,9,4,42,421,99,99,1,192917,678263
2023083481,1,1,1,5000,367,361,,24810225,,,,,20,2023,12,26,43,4,1,3,0,3,1,8,3,0,1,1,3,3,1,1,1,1,9,9,9,3,3,2,5,51,511,0,13,1,185151,669075
2023083499,1,2,4,0,,,,,437,0,87,,43,2023,3,26,47,4,1,1,9,3,2,9,0,5,1,1,3,3,1,,1,1,6,2,9,0,0,9,1,11,111,99,99,1,223890,637663
2023083525,1,1,1,4000,507,433,,18380252,,,,,11,2023,9,8,7,4,5,6,9,2,3,9,1,0,1,1,3,3,3,,1,1,9,9,9,0,0,9,3,31,311,0,13,1,199199,748083
2023083554,1,1,1,7900,1107,,,,,,,,51,2023,10,18,37,4,1,4,1,3,1,8,0,2,1,1,4,5,1,2,1,1,9,9,9,3,9,9,4,42,422,0,13,3,186593,666886
2023083556,1,1,1,70,501,502,,9770007,,,,,38,2023,12,4,46,4,1,2,1,2,2,8,0,3,5,1,3,3,1,2,1,1,9,9,9,0,0,9,6,61,613,0,13,1,167925,635547
2023083567,1,1,1,7600,108,112,,240001,,,,,12,2023,3,23,64,4,1,5,0,3,2,8,3,0,1,1,4,3,1,5,9,1,9,9,9,0,0,9,2,24,246,0,15,1,207819,758648
2023083572,1,1,1,7900,1253,1225,,10510031,,,,,51,2023,3,26,63,4,1,1,0,2,5,8,3,0,1,1,3,3,1,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,188705,664981
2023083584,1,1,3,0,,,,,75,0,127,1323,14,2023,7,11,89,4,5,3,1,3,2,8,0,3,1,1,3,3,3,2,1,1,9,9,9,0,0,9,2,23,237,99,99,1,229550,734880
2023083596,1,1,2,3000,525,,1,,,,,,61,2023,11,19,59,4,1,1,9,3,4,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,1,11,111,0,12,3,221589,631924
2023083597,1,1,1,3000,1452,1346,,26910842,,,,,61,2023,12,28,53,4,1,5,1,3,2,8,3,0,1,1,3,3,1,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,217671,628452
2023083611,1,1,2,7700,302,,1,,,,,,14,2023,4,19,23,4,5,4,9,2,1,9,3,0,1,1,4,3,10,7,1,1,9,9,9,3,3,2,2,23,234,0,15,1,227387,724598
2023083612,1,1,1,7900,905,1028,,99970314,,,,,51,2023,9,24,38,2,1,1,1,3,2,9,0,2,2,1,5,3,1,2,1,1,9,9,9,0,0,9,4,42,422,0,13,1,187345,666530
2023083615,1,1,2,4000,1099,,9999,,,,,,11,2023,1,30,65,4,1,2,9,2,8,9,0,2,1,1,2,4,1,,1,1,6,1,9,0,0,9,3,31,311,0,13,3,202947,742961
